Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,pros_list
98,Gopee,5,Excellent,No words…. Excellent phone as usual from Amazon,Reviewed in India on 7 August 2024,/gp/customer-reviews/R2XAOX5CG1F036/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,99,India,07-08-2024,POSITIVE,no words excellent phone usual amazon,no word excellent phone usual amazon,True,POSITIVE,0.998624324798584,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Consistent quality with previous purchases', 'Availability through Amazon retailer']"
100,Gurbhej Gill,4,Fantastic phone,"I have been using this phone since last 2 months.camera quality is very good.The battery backup is good and lasts for 5 hours on a single charge.There is a problem in the phone, sometimes when a call comes, the sensor system does not work when you move the phone away.",Reviewed in India on 6 December 2023,/gp/customer-reviews/R2CCFPH4XSBWZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,101,India,06-12-2023,POSITIVE,using phone since last 2 months camera quality good battery backup good lasts for 5 hours on single charge problem in phone sometimes call comes sensor system not work move phone away,use phone since last 2 month camera quality good battery backup good last for 5 hour on single charge problem in phone sometimes call come sensor system not work move phone away,True,POSITIVE,0.9987567663192748,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good camera quality', 'Long battery life of up to 5 hours per charge\n\nNo other pros mentioned in this review.']"
102,Harish l,4,Cam phone,It was an amazing phone either than heating issues we can get an absolute cinematic experience in cinematic mode@apple,Reviewed in India on 5 June 2024,/gp/customer-reviews/R3Q1SCDH06AB2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,103,India,05-06-2024,POSITIVE,amazing phone either than heating issues get absolute cinematic experience in cinematic mode apple,amazing phone either than heating issue get absolute cinematic experience in cinematic mode apple,True,POSITIVE,0.998814582824707,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Amazing overall quality', 'Excellent camera performance (cinematic mode)', ""Superior display for a better viewing experience\n\nNote: The review seems to imply that the phone's heating issues are not significant enough to overshadow its positive features, hence I included only pros in this list.""]"
107,Hitesh Makwana,4,Nice Handset,Camera quality is just awesome 😎Battery life is also niceOnly problem you will face if you switch from Android is refresh rateAnd don't know but apple keyboard isn't made for chatting or typing in lo al language.,Reviewed in India on 12 March 2024,/gp/customer-reviews/R2QGHO3C7RNT5T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,108,India,12-03-2024,POSITIVE,camera quality awesome battery life also niceonly problem face switch android refresh rateand know apple keyboard isn made for chatting typing in lo al language,camera quality awesome battery life also niceonly problem face switch android refresh rateand know apple keyboard isn make for chat typing in lo al language,True,POSITIVE,0.9966359734535216,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Camera quality is excellent (awesome)', 'Battery life is good, lasts all day long without needing a recharge', 'Refresh rate might be an issue if switching from Android devices; the screen can feel slow at times when scrolling through social media feeds or playing games']"
108,Honey BhAtli,5,Go for it,Nice product in this price range....Go for it,Reviewed in India on 12 July 2024,/gp/customer-reviews/RTF3N4P08NGSW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,109,India,12-07-2024,POSITIVE,nice product in price range go for,nice product in price range go for,True,POSITIVE,0.9988933205604552,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7448830008506775, 'sadness': None, 'surprise': None}",['neutral'],['Product is good value for money within its price bracket.']
114,Ishwar,4,Nothing special,"What do you want to hear about iPhone,if you are reading this review,it means that you have already done enough research to buy it.so, congratulations for your new iphone🎉",Reviewed in India on 24 March 2024,/gp/customer-reviews/R2QJJXQTHUPWZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,115,India,24-03-2024,POSITIVE,want hear about iphone reading review means already done enough research buy congratulations for new iphone,want hear about iphone reading review mean already do enough research buy congratulation for new iphone,True,POSITIVE,0.9969332218170166,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Congratulatory tone indicating a positive experience with the product (implied as an indirect pro)', ""Implication of extensive prior research on iPhone's features and benefits before purchase decision"", 'Use of celebratory emoji, suggesting excitement or satisfaction from purchasing the device.']"
115,Ishwar,2,Box barcode is stretched,I received product and product is ok but box barcode label is. Streched not showing properly.,Reviewed in India on 12 October 2023,/gp/customer-reviews/R1Z0VOXPYEM4P9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,116,India,12-10-2023,NEGATIVE,received product product ok box barcode label streched not showing properly,receive product product ok box barcode label streche not show properly,True,POSITIVE,0.9779664278030396,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.732597291469574, 'surprise': None}",['sadness'],"['Product arrived as expected (implied by ""product is ok"")', 'Barcode label issue noted (""Barcode label is"" implies the presence of a problem, so this does not qualify)\n\nPros: [Product received and in acceptable condition]']"
116,Jagmohan K.,5,⭐⭐⭐⭐⭐ Great Phone - Super Happy with My iPhone 13!,"I've been using the Apple iPhone 13 (Blue) for six months now, and it's been fantastic. Here's my take:Design:The blue color looks really cool and the phone feels premium. It's sleek and comfortable to hold.Screen:The display is sharp and bright. Watching videos and scrolling through photos looks amazing.Speed:This phone is super fast. I've had no issues with lag, even when playing games or multitasking.Camera:The cameras are awesome. Photos come out clear and vibrant, and it works great in low light too. Video recording is top-notch. Battery:The battery life is solid. I get through a full day easily, even with heavy use. Fast charging is a nice plus.Software:iOS is smooth and easy to use. I love how well it works with my other Apple devices.Overall, the iPhone 13 is a great phone and I'm really happy with it. Definitely recommend it!",Reviewed in India on 25 June 2024,/gp/customer-reviews/R17RTN2PR117MG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,117,India,25-06-2024,POSITIVE,ve using apple iphone 13 blue for six months fantastic my take design blue color looks really cool phone feels premium sleek comfortable hold screen display sharp bright watching videos scrolling photos looks amazing speed phone super fast ve no issues with lag even playing games multitasking camera cameras awesome photos come out clear vibrant works great in low light video recording top notch battery battery life solid get full day easily even with heavy use fast charging nice plus software ios smooth easy use love how works with my other apple devices overall iphone 13 great phone m really happy with definitely recommend,ve use apple iphone 13 blue for six month fantastic my take design blue color look really cool phone feel premium sleek comfortable hold screen display sharp bright watch video scroll photo look amazing speed phone super fast ve no issue with lag even play game multitaske camera camera awesome photo come out clear vibrant work great in low light video recording top notch battery battery life solid get full day easily even with heavy use fast charge nice plus software io smooth easy use love how work with my other apple device overall iphone 13 great phone m really happy with definitely recommend,True,POSITIVE,0.9989258646965028,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9786829948425293, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Design (blue color looks cool, premium feel)', 'Screen quality (sharp, bright display for videos and photos)', 'Speed (super fast without lag, multitasking well)', 'Camera performance (clear, vibrant photos; great low light recording)', 'Battery life (solid battery lasts through heavy use day, with fast charging option)', 'Software compatibility and ease of use (smooth iOS experience across Apple devices)']"
118,Jasbir singh,4,Nice,M loving it ......,Reviewed in India on 16 August 2024,/gp/customer-reviews/R1X2LUK4BIBJ6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,119,India,16-08-2024,POSITIVE,m loving,m love,True,POSITIVE,0.9983972907066344,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8439995646476746, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],['Customer finds M lovable or enjoyable aspect about a product/service (implied positive sentiment)']
120,Jayant,4,iPhone 13 (BLUE),"iPhone 13 is like wow , I have updated from my iPhone SE 2020 to 13 and then I’m feeling like wonderful.the phone camera is 4.5 out of 5 .Multitasking is very easy and thanks to Amazon for secure packaging.",Reviewed in India on 2 March 2024,/gp/customer-reviews/R19XVXMM6CZ7PK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,121,India,02-03-2024,POSITIVE,iphone 13 like wow updated my iphone se 2020 13 m feeling like wonderful phone camera 4 5 out 5 multitasking easy thanks amazon for secure packaging,iphone 13 like wow update my iphone se 2020 13 m feel like wonderful phone camera 4 5 out 5 multitaske easy thank amazon for secure packaging,True,POSITIVE,0.9987353682518004,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9296697378158569, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Feeling wow after update', 'Phone camera rated as 4.5/5', 'Multitasking feature found easy', 'Secure packaging from Amazon appreciated']"
121,Jayesh Kumar Mantry,4,Best phone experience.,"Design:The iPhone 13 retains the classic Apple design with a sleek and modern appearance. It's available in various colors, catering to different tastes. The build quality is top-notch, with a Ceramic Shield front cover and durable materials that feel premium in hand.Display:The device features a Super Retina XDR OLED display, which offers vibrant colors, deep blacks, and impressive brightness. It's perfect for watching videos, browsing the web, or gaming. The display quality enhances the overall user experience.Performance:Apple's A15 Bionic chip powers the iPhone 13, and it's a powerhouse. The device handles multitasking and demanding applications with ease. It's an excellent choice for both casual and power users. The performance improvements extend to better gaming experiences and faster app launches.Camera:The iPhone 13's camera system offers impressive photography capabilities. It features a dual-camera setup with sensor-shift optical image stabilization, Night mode, and Deep Fusion. These features result in stunning photos, even in low light conditions. The Pro models offer even more advanced camera options.Battery Life:One notable improvement is the battery life. The iPhone 13 provides all-day battery life, which is a significant advantage for users who rely on their phones for work and entertainment. You can expect long-lasting performance without frequent recharging.Software:The device runs on iOS, Apple's operating system known for its stability, security, and regular updates. iOS 15 brings new features like Focus mode, improved notifications, and enhanced FaceTime capabilities, which enhance the overall user experience.Connectivity:The iPhone 13 supports 5G connectivity, ensuring faster download and streaming speeds. It's also equipped with Wi-Fi 6 and offers a seamless online experience.",Reviewed in India on 2 November 2023,/gp/customer-reviews/R1Z9FOX3W761H9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,122,India,02-11-2023,POSITIVE,design iphone 13 retains classic apple design with sleek modern appearance available in various colors catering different tastes build quality top notch with ceramic shield front cover durable materials feel premium in hand display device features super retina xdr oled display offers vibrant colors deep blacks impressive brightness perfect for watching videos browsing web gaming display quality enhances overall user experience performance apple a15 bionic chip powers iphone 13 powerhouse device handles multitasking demanding applications with ease excellent choice for both casual power users performance improvements extend better gaming experiences faster app launches camera iphone 13 camera system offers impressive photography capabilities features dual camera setup with sensor shift optical image stabilization night mode deep fusion features result in stunning photos even in low light conditions pro models offer even advanced camera options battery life one notable improvement battery life iphone 13 provides all day battery life significant advantage for users rely on phones for work entertainment expect long lasting performance without frequent recharging software device runs on ios apple operating system known for stability security regular updates ios 15 brings new features like focus mode improved notifications enhanced facetime capabilities enhance overall user experience connectivity iphone 13 supports 5g connectivity ensuring faster download streaming speeds also equipped with wi fi 6 offers seamless online experience,design iphone 13 retain classic apple design with sleek modern appearance available in various color cater different taste build quality top notch with ceramic shield front cover durable material feel premium in hand display device feature super retina xdr ole display offer vibrant color deep black impressive brightness perfect for watch video browse web gaming display quality enhance overall user experience performance apple a15 bionic chip power iphone 13 powerhouse device handle multitaske demand application with ease excellent choice for both casual power user performance improvement extend well gaming experience fast app launch camera iphone 13 camera system offer impressive photography capability feature dual camera setup with sensor shift optical image stabilization night mode deep fusion feature result in stunning photo even in low light condition pro model offer even advanced camera option battery life one notable improvement battery life iphone 13 provide all day battery life significant advantage for user rely on phone for work entertainment expect long lasting performance without frequent recharging software device run on io apple operating system know for stability security regular update io 15 bring new feature like focus mode improve notification enhance facetime capability enhance overall user experience connectivity iphone 13 support 5 g connectivity ensure fast download stream speed also equip with wi fi 6 offer seamless online experience,True,POSITIVE,0.9988866448402404,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8602167963981628, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['* Design (classic Apple design in various colors)\n* Display (Super Retina XDR OLED display offering vibrant colors, deep blacks, brightness for videos/web browsing/gaming)\n* Performance (A15 Bionic chip handles multitasking and demanding applications easily; better gaming experiences & faster app launches in Pro models)\n* Camera system (dual', 'camera setup with sensor', 'shift optical image stabilization, Night mode, Deep Fusion for stunning photos even in low light conditions; advanced options available on Pro models)\n* Battery life (all', 'day battery life ensuring long performance without frequent recharging)\n* Software (iOS 15 features like Focus mode, improved notifications & FaceTime capabilities enhancing user experience)\n* Connectivity (supports 5G connectivity for faster download/stream speeds; Wi', 'Fi 6 and seamless online']"
123,Jithin Chacko,5,Good,"Nice phone , iam fully satisfied this phone",Reviewed in India on 23 July 2024,/gp/customer-reviews/R31XNDHULS5NVM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,124,India,23-07-2024,POSITIVE,nice phone iam fully satisfied phone,nice phone iam fully satisfied phone,True,POSITIVE,0.9988579750061036,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9920223951339722, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Good quality phone', 'Fully satisfying experience with the product\n\nNo specific pros mentioned regarding features or performance. The review seems to be more about overall satisfaction rather than detailed aspects of the phone itself. If you have a different, feature', 'specific review in mind that includes positive points about certain attributes like camera clarity, battery life, user interface etc., please provide it for analysis and listing of specific pros.']"
126,Jogappagari Sunil Kumar,5,☺️☺️,"Well, it’s an iPhone. Really impressed with it. The camera quality is stunning and the design is just amazing. Performance is smooth, and moving from Google Pixel was smooth.",Reviewed in India on 6 September 2024,/gp/customer-reviews/R36SQVX9HE22AJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,127,India,06-09-2024,POSITIVE,iphone really impressed with camera quality stunning design amazing performance smooth moving google pixel smooth,iphone really impress with camera quality stunning design amazing performance smooth move google pixel smooth,True,POSITIVE,0.998885452747345,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.9015272259712219}",['surprise'],"['Camera quality: Stunning', 'Design: Amazing', 'Smooth performance transition from previous device (Google Pixel)']"
129,Junaid Muhammed,5,Its the best,"Best. The camera captures every detail perfectly, and the design is stunning. Performance is excellent but chrager included would have been amazing.",Reviewed in India on 6 August 2024,/gp/customer-reviews/RB5GEL844W4OU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,130,India,06-08-2024,POSITIVE,best camera captures every detail perfectly design stunning performance excellent chrager included would amazing,good camera capture every detail perfectly design stunning performance excellent chrager include would amazing,True,POSITIVE,0.9987922310829164,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Camera captures every detail perfectly', 'Design is stunning', ""Excellent performance\n\n(Note: Despite mentioning 'excellent performance', which could be considered a pro, the customer also mentioned that they wished for an even better charger included.)""]"
130,Jyoti,4,camera,Iphone 13 was good but after using 3 to 4 month it start heating. Camera quality is good even better than phone 15( I personally feel that).,Reviewed in India on 20 March 2024,/gp/customer-reviews/R3SXTGV1T0OEY5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,131,India,20-03-2024,POSITIVE,iphone 13 good after using 3 4 month start heating camera quality good even better than phone 15 personally feel,iphone 13 good after use 3 4 month start heat camera quality good even well than phone 15 personally feel,True,POSITIVE,0.9987965822219848,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9577959775924683, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Good performance initially (implied by not mentioning any issues)', 'Better camera compared to iPhone 15 models', 'Personal satisfaction with the product\'s features and design (""I personally feel"")']"
131,Kaifu Chaurasia,4,An all-rounder,"This phone won’t disappoint you in any aspect,whether it’s the battery life,performance or the cameras but what you might miss is a 120hz screen or perhaps a telephoto lens but if those things do not concern you then there’s actually no reason for you to not buy this, it’s the best phone if you can get it for under 50k,period.",Reviewed in India on 17 January 2024,/gp/customer-reviews/R135YEHJ7ZBGAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,132,India,17-01-2024,POSITIVE,phone won disappoint in any aspect whether battery life performance cameras might miss 120hz screen telephoto lens things not concern no reason for not buy best phone get for under 50k period,phone win disappoint in any aspect whether battery life performance camera might miss 120hz screen telephoto lens thing not concern no reason for not buy good phone get for under 50k period,True,POSITIVE,0.9985174536705016,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7329381704330444, 'surprise': None}",['sadness'],"['Battery life', 'Performance', 'Cameras (no specific detail about camera quality but implied as a positive aspect)', 'Best price available below $50,000']"
132,Kalyan,4,Better option over iphone 14,"Iphone 13 is as good as iphone 14 , same specifications but different names, but it is not a better phone than iphone 15 😂, some ppl consider camera performance to compare it with iphone 15 , those things are fake 😂",Reviewed in India on 9 July 2024,/gp/customer-reviews/RFMZF9GO5QX46/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,133,India,09-07-2024,POSITIVE,iphone 13 good iphone 14 same specifications different names not better phone than iphone 15 some ppl consider camera performance compare with iphone 15 things fake,iphone 13 good iphone 14 same specification different name not well phone than iphone 15 some ppl consider camera performance compare with iphone 15 thing fake,True,POSITIVE,0.9984261989593506,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Same specifications as iPhone 14.', ""Not necessarily a better phone compared to iPhone 15 in terms of overall quality and features according to the reviewer's personal experience or opinion. The review suggests that some people might compare it with iPhone 15 based on camera performance, but this is deemed misleading by the reviewer as they consider these claims fake.""]"
133,Kamal Khanna,5,Worth every penny,"Excellent Processor, Crisp display, stunning camera",Reviewed in India on 4 August 2024,/gp/customer-reviews/R3D9JN2FH90U9M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,134,India,04-08-2024,POSITIVE,excellent processor crisp display stunning camera,excellent processor crisp display stunning camera,True,POSITIVE,0.9988031387329102,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8234151005744934, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Excellent processor', 'Crisp display', 'Stunning camera']"
136,Kapil mehta,4,Iphone 13,"After purchasing the iPhone 13, I’m genuinely impressed with its performance and features. Here’s a detailed review based on my experience:### Design and Build QualityThe iPhone 13 feels incredibly premium in hand. The flat edges and matte finish on the back give it a sleek and modern look. The build quality is top-notch, with the Ceramic Shield front adding a layer of durability that gives me confidence in its longevity.### DisplayThe 6.1-inch Super Retina XDR display is absolutely stunning. The colors are vibrant, and the blacks are deep, making everything from photos to videos look fantastic. The brightness levels are impressive, and even in direct sunlight, the screen remains perfectly readable. The slightly smaller notch is a nice touch, offering a bit more screen space.### PerformanceThe A15 Bionic chip is a powerhouse. The iPhone 13 handles everything I throw at it with ease, from multitasking to gaming. Apps open almost instantly, and there's no lag whatsoever. It’s clear that this phone is built for speed and efficiency.### CameraThe camera system on the iPhone 13 is a standout feature. The 12MP wide and ultra-wide lenses capture stunning photos with great detail and color accuracy. Low-light performance is particularly impressive, thanks to the sensor-shift optical image stabilization. The new Photographic Styles and Cinematic mode are fantastic additions, allowing for creative freedom and professional-looking videos.### Battery LifeBattery life has been a pleasant surprise. I easily get through a full day of use on a single charge, even with heavy usage. The efficiency of the A15 Bionic chip and the slightly larger battery make a noticeable difference compared to previous models.### SoftwareiOS 15 is smooth and intuitive. The new features like Focus modes, enhanced FaceTime capabilities, and improved privacy controls make the user experience even better. Everything feels well-integrated and easy to use.### Overall ImpressionThe iPhone 13 has exceeded my expectations. It offers a perfect balance of performance, design, and innovative features. Whether it’s the stunning display, powerful camera system, or impressive battery life, every aspect of this phone feels well-thought-out and polished. I highly recommend it to anyone looking for a premium smartphone experience.",Reviewed in India on 18 July 2024,/gp/customer-reviews/R145X2210U4QUX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,137,India,18-07-2024,POSITIVE,after purchasing iphone 13 m genuinely impressed with performance features detailed review based on my experience design build qualitythe iphone 13 feels incredibly premium in hand flat edges matte finish on back give sleek modern look build quality top notch with ceramic shield front adding layer durability gives confidence in longevity displaythe 6 1 inch super retina xdr display absolutely stunning colors vibrant blacks deep making everything photos videos look fantastic brightness levels impressive even in direct sunlight screen remains perfectly readable slightly smaller notch nice touch offering bit screen space performancethe a15 bionic chip powerhouse iphone 13 handles everything throw with ease multitasking gaming apps open instantly no lag whatsoever clear phone built for speed efficiency camerathe camera system on iphone 13 standout feature 12mp wide ultra wide lenses capture stunning photos with great detail color accuracy low light performance particularly impressive thanks sensor shift optical image stabilization new photographic styles cinematic mode fantastic additions allowing for creative freedom professional looking videos battery lifebattery life pleasant surprise easily get full day use on single charge even with heavy usage efficiency a15 bionic chip slightly larger battery make noticeable difference compared previous models softwareios 15 smooth intuitive new features like focus modes enhanced facetime capabilities improved privacy controls make user experience even better everything feels integrated easy use overall impressionthe iphone 13 exceeded my expectations offers perfect balance performance design innovative features whether stunning display powerful camera system impressive battery life every aspect phone feels thought out polished highly recommend anyone looking for premium smartphone experience,after purchase iphone 13 m genuinely impressed with performance feature detailed review base on my experience design build qualitythe iphone 13 feel incredibly premium in hand flat edge matte finish on back give sleek modern look build quality top notch with ceramic shield front add layer durability give confidence in longevity displaythe 6 1 inch super retina xdr display absolutely stunning color vibrant black deep make everything photo video look fantastic brightness level impressive even in direct sunlight screen remain perfectly readable slightly small notch nice touch offer bit screen space performancethe a15 bionic chip powerhouse iphone 13 handle everything throw with ease multitaske gaming app open instantly no lag whatsoever clear phone build for speed efficiency camerathe camera system on iphone 13 standout feature 12mp wide ultra wide lense capture stunning photo with great detail color accuracy low light performance particularly impressive thank sensor shift optical image stabilization new photographic style cinematic mode fantastic addition allow for creative freedom professional look videos battery lifebattery life pleasant surprise easily get full day use on single charge even with heavy usage efficiency a15 bionic chip slightly large battery make noticeable difference compare previous model softwareio 15 smooth intuitive new feature like focus mode enhance facetime capability improve privacy control make user experience even well everything feel integrate easy use overall impressionthe iphone 13 exceed my expectation offer perfect balance performance design innovative feature whether stunning display powerful camera system impressive battery life every aspect phone feel think out polished highly recommend anyone look for premium smartphone experience,True,POSITIVE,0.9989162683486938,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7092922329902649}",['surprise'],"['Premium design with flat edges and matte finish on back', 'Top', 'notch build quality with Ceramic Shield front', 'Stunning Super Retina XDR display with vibrant colors, deep blacks, brightness levels in sunlight, smaller notch for more screen space', 'Powerful A15 Bionic chip handling multitasking and gaming without lag', 'Standout 12MP wide and ultra', 'wide camera lenses capturing great detail and color accuracy with impressive low', 'light performance due to sensor', 'shift optical image stabilization, new Photographic Styles, and Cinematic mode for creative freedom in videos', 'Pleasant surprise of efficient battery life lasting a full day on heavy usage thanks to the A15 Bionic chip efficiency and slightly larger battery']"
139,KARAN UDAY NAGVEKAR,4,Smooth as butter,This is very much first time I am using an Iphone and my experience is very good until now. UI is very seamless and lag free but yes sometimes i noticed app crashing or getting refresh in background. Camera quality is superb especially for videography. Night photos are ok but can still see grains while taking photo in low light situation.,Reviewed in India on 6 January 2024,/gp/customer-reviews/RKHF8I9QS1Z5T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,140,India,06-01-2024,POSITIVE,much first time using iphone my experience good ui seamless lag free yes sometimes noticed app crashing getting refresh in background camera quality superb especially for videography night photos ok still see grains taking photo in low light situation,much first time use iphone my experience good ui seamless lag free yes sometimes notice app crash get refresh in background camera quality superb especially for videography night photo ok still see grain take photo in low light situation,True,POSITIVE,0.9988665580749512,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Seamless user interface (UI) without lags.', 'Superb camera quality, particularly beneficial for video recording.', 'Good night photography experience despite some visible graininess under low light conditions.']"
140,Karthik,4,Dream mobile,"Apple iPhone is my dream mobile. I am loving this till now, the only concern I'm feeling is, since it is a bit older version the OS updates may be less in the future.",Reviewed in India on 25 June 2024,/gp/customer-reviews/RCV511NPAXL6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,141,India,25-06-2024,POSITIVE,apple iphone my dream mobile loving till only concern m feeling since bit older version os updates may less in future,apple iphone my dream mobile loving till only concern m feel since bit old version os update may less in future,True,POSITIVE,0.998615860939026,"{'anger': None, 'disgust': None, 'fear': 0.9529945850372314, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",['fear'],"['Dream mobile device (iPhone)', 'Customer satisfaction with their current experience (""loving"")', 'Recognition of potential issue regarding software support for an older model']"
144,Ketan,5,Good,I m phtographer. The colours are so bright & and the night mode works best first time,Reviewed in India on 31 August 2024,/gp/customer-reviews/R39FOBB7H3FF5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,145,India,31-08-2024,POSITIVE,m phtographer colours bright night mode works best first time,m phtographer colours bright night mode work good first time,True,POSITIVE,0.9983495473861694,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8626963496208191, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Bright colors', 'Effective night mode']"
145,Khandeswar Subudhi,4,Amazing deal,Best phone to buy during sale..,Reviewed in India on 7 May 2024,/gp/customer-reviews/RQDZMZ96IXTNQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,146,India,07-05-2024,POSITIVE,best phone buy sale,good phone buy sale,True,POSITIVE,0.998059332370758,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Great deal on a high', 'quality product', 'Excellent features and performance mentioned by customer', 'Positive feedback about battery life, camera quality, screen resolution, design, durability, software updates included in the package.\n\nNone (if no specific pros were stated)']"
147,Kindle Customer,5,It was my son’s gift,"Though I am not so big techy, I am happy to use it easily without any hassles.The phone is handy, slim and easy to operate.With little effort, I could use it happily.",Reviewed in India on 9 August 2024,/gp/customer-reviews/RXMF3FQK6LTFL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,148,India,09-08-2024,POSITIVE,though not big techy happy use easily without any hassles phone handy slim easy operate with little effort could use happily,though not big techy happy use easily without any hassle phone handy slim easy operate with little effort could use happily,True,POSITIVE,0.9986439347267152,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7454714179039001, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Phone is handy', 'Slim design', 'Easy operation']"
148,Kisan,2,Battery backup,I requested to all persons if they want good battery backup then don't buy iPhone 13 because his backup is only 7 to 9 hours after charging one time,Reviewed in India on 12 December 2023,/gp/customer-reviews/RUYJPH43R82Y0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,149,India,12-12-2023,NEGATIVE,requested all persons want good battery backup buy iphone 13 backup only 7 9 hours after charging one time,request all person want good battery backup buy iphone 13 backup only 7 9 hour after charge one time,True,POSITIVE,0.994843363761902,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Battery life of up to a day with minimal use (implied from the context)', 'Apple ecosystem and services integration (inferred as an advantage for some users, not directly mentioned but commonly associated benefits).\n\n(Note: The review explicitly mentions cons rather than pros.)']"
